username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;sentiment
;2016-06-26 01:55;0;0;"Good question now that the Ramsey Bolton is dead and everyone lowkey rooting for the Lannisters. https:// twitter.com/VICE/status/74 6846945851826177 …";;;;"746854346554413056";https://twitter.com/DipILLMATIC/status/746854346554413056;0
;2016-06-26 01:01;0;0;"@SpeakerRyan hey, do you think the dumbs would associate you with Ramsey Bolton if the notion were introduced? There's a resemblance, no?";;@SpeakerRyan;;"746840693134372864";https://twitter.com/mrMeenor/status/746840693134372864;0
;2016-06-26 00:57;58;9;"This guy deserves to be rated has one of the Top 3 fictional villains of all time! The Joker Bane Ramsey Bolton pic.twitter.com/pNNGbh4CKK";;;;"746839732374614016";https://twitter.com/TheJoshHimself/status/746839732374614016;2
;2016-06-25 23:21;0;2;"Ramsey Bolton is actually Satan.";;;;"746815504430489600";https://twitter.com/HebaAbdel/status/746815504430489600;1
;2016-06-25 22:26;0;8;"I'm opening my mulch Ramsey Bolton style #Winterfell pic.twitter.com/9MJOYZefOj";;;#Winterfell;"746801885638713345";https://twitter.com/harrisg/status/746801885638713345;0
;2016-06-25 22:18;0;2;"I knew having a favourite character was a bad idea, missing him already #ramseybolton @iwanrheon #GameofThrones pic.twitter.com/oQI3R6Ood3";;@iwanrheon;#ramseybolton #GameofThrones;"746799699026415617";https://twitter.com/ejikinart/status/746799699026415617;5
;2016-06-25 21:13;2;4;"A large part of the problem is people think Boris is Tyrion Lannister. When actually he's Ramsey Bolton .";;;;"746783419322011648";https://twitter.com/david_hewson/status/746783419322011648;1
;2016-06-25 20:56;0;0;"Reminded me with what Jon Snow said to Ramsey Bolton https:// twitter.com/kokochenaDasht i/status/746770612287344640 …";;;;"746779232609669120";https://twitter.com/alaabenk98/status/746779232609669120;0
;2016-06-25 20:44;4;12;"Helen Thomas would've flayed him so badly Ramsey Bolton would get aroused. https:// twitter.com/georgefenneman /status/746761593426305025?s=09 …";;;;"746775970821046273";https://twitter.com/jaykirell/status/746775970821046273;0
;2016-06-25 19:46;0;2;"Ramsey Bolton is just a hair less loathsome than Dolores Umbridge and that's saying something";;;;"746761583951413248";https://twitter.com/RachelWalker29/status/746761583951413248;1
;2016-06-25 19:44;0;0;"Someone created a Ramsey Bolton tribute video. https:// youtu.be/JAgIurld4ig #GameofThrones";;;#GameofThrones;"746761098414661632";https://twitter.com/SIDrunks/status/746761098414661632;0
;2016-06-25 19:32;1;0;"lol the only Ramsey we acknowledge is Ramsey Bolton";;;;"746757862916001792";https://twitter.com/ike__jr/status/746757862916001792;2
;2016-06-25 19:24;1;0;"#WALNIR every time commentator says ' Ramsey ' I have to follow it with ' Bolton ' #EURO2016 #gameofthrones @iwanrheon";;@iwanrheon;#WALNIR #EURO2016 #gameofthrones;"746756014687535104";https://twitter.com/samalamaloo/status/746756014687535104;2
;2016-06-25 18:52;0;1;"I knew there was a reason I loved dogs!!! #RamseyBolton #CouldntHappenToANicerGuy #GOT";;;#RamseyBolton #CouldntHappenToANicerGuy #GOT;"746748016481177600";https://twitter.com/dieselkeds/status/746748016481177600;1
;2016-06-25 18:42;2;6;"I've just seen Ramsey Bolton at Glastonbury with the biggest gurn the north has ever seen #GoT #glastonbury";;;#GoT #glastonbury;"746745472199593984";https://twitter.com/fictiontwittson/status/746745472199593984;0
